,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timely_Response,Timely_Fixes,Timely_Replacements,Reliability,Options,Respectful_Response,Courteous_Exchange,Active_Listening,Education_Associate_Degree,Education_Bachelor_Degree,Education_Doctorate_Degree,Education_GED_or_Alternative_Credential,Education_Master_Degree,Education_No_Schooling_Completed,Education_Nursery_School_to_8th_Grade,Education_Professional_School_Degree,Education_Regular_High_School_Diploma,Education_Some_College__1_or_More_Years__No_Degree,Education_Some_College__Less_than_1_Year,Employment_Part_Time,Employment_Retired,Employment_Student,Employment_Unemployed,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Prefer_not_to_answer,Churn_Yes,Techie_Yes,Contract_One_year,Contract_Two_Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber_Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit_Card__auto,PaymentMethod_Electronic_Check,PaymentMethod_Mailed_Check
1599,1.0,55.0,9703.25,6.834276263,0,3.195246168,144.9313673,426.0222677,3,3,4,3,4,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1610,0.0,29.0,18570.48,12.2652625,0,2.294386519,173.4126354,901.8793581,3,4,2,3,4,3,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1611,0.0,23.0,61106.43,10.43542285,1,4.448210386,106.006235,691.4493988,3,5,3,2,5,3,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1625,5.0,71.0,82960.42,9.65581052,1,4.589210527,94.77581817,618.4967851,3,3,4,2,3,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1
1627,2.0,43.0,3949.33,14.87476219,0,5.810822315,83.38961772,631.4316327,4,4,4,3,4,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
1628,1.0,41.0,20881.22,6.796388972,1,7.00096668,172.9464624,933.4257317,5,4,5,4,2,5,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
1629,2.0,29.0,9514.35,6.766544896,0,4.882004458,127.2635056,772.3133729,5,4,4,1,5,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
1631,2.0,52.0,21000.61,8.631614121,0,8.284579203,184.7020019,1123.759368,3,4,2,4,3,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
1637,1.0,28.0,79775.67,8.608827238,0,6.955766017,127.3387103,1262.531104,3,4,2,5,5,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1638,1.0,40.0,100437.39,12.37955138,0,20.31446952,136.3434422,1919.490397,3,3,3,3,3,3,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1639,1.0,75.0,9267.97,43.13736738,0,12.17994263,262.2176952,1970.26742,4,4,4,4,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
1644,2.0,41.0,52050.69,11.22057676,0,10.01241216,274.5597038,1615.418802,4,5,4,2,3,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0
1645,4.0,88.0,29720.95,14.23036455,0,4.261408572,142.6968135,840.5098283,4,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0
1652,2.0,20.0,30088.13,12.46765319,1,4.509329959,193.1941021,933.8036457,5,4,3,3,2,5,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0
1654,2.0,29.0,82080.92,10.1155583,0,14.5222363,200.2000032,2271.84102,4,3,2,3,4,5,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1656,2.0,55.0,16337.64,3.547520738,0,1.849371568,186.215966,1088.89675,4,4,5,3,5,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0
1659,1.0,56.0,35504.27,9.190781373,0,11.06628519,114.5533366,1420.927135,4,4,3,4,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1660,4.0,83.0,1277.42,11.60706329,0,11.82576277,154.1258819,1312.700259,3,2,2,4,2,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0
1664,1.0,54.0,44057.85,6.469391358,0,6.5443199,242.4313066,1185.892988,4,3,5,4,4,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0
1667,0.0,20.0,21058.64,13.09842729,0,8.734707597,147.6730693,1143.017435,3,3,3,2,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
1670,3.0,43.0,38369.68,6.338750684,0,11.72200614,174.5114673,1593.466069,2,3,2,2,4,3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1
1673,1.0,70.0,47658.67,13.54874088,0,6.549842666,195.5036419,971.7404705,4,4,3,4,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
1677,0.0,54.0,20719.7,13.7746997,2,6.864219377,162.9241184,1284.691556,6,5,4,4,4,5,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
1679,2.0,77.0,32659.08,6.686633691,0,16.08388872,182.396752,1544.501137,4,5,5,4,3,5,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1683,2.0,59.0,18081.88,6.693802286,1,15.34839938,277.3112101,2115.879744,3,3,3,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0
1695,0.0,18.0,60956.22,11.97220927,1,6.289468375,150.874075,933.01364,1,3,3,3,4,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
1697,1.0,37.0,19533.5,11.59034796,0,11.29271486,164.9339053,1882.951404,4,5,3,3,3,5,3,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0
1703,3.0,80.0,54587.66,15.09985055,0,7.441432103,243.1055305,1683.078344,4,4,3,5,3,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0
1707,4.0,71.0,48597.98,9.763580599,1,1.871917709,254.0612499,859.0587897,3,4,4,4,3,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0
1709,2.0,46.0,19080.13,11.53785676,0,20.16532013,210.6184917,2734.384392,3,4,3,4,4,3,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
1711,0.0,87.0,22484.19,15.14836652,0,3.663316236,128.1518067,408.200312,5,4,4,2,5,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1
1713,0.0,50.0,29940.45,6.643825705,0,8.315973557,169.5229883,991.7932314,4,3,4,4,3,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
1715,3.0,27.0,84597.17,7.364713449,2,9.324505434,181.4175469,1266.19109,4,4,4,3,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0
1721,0.0,56.0,54109.79,7.29367813,0,1.789830613,204.9804951,616.51937,3,3,3,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0
1736,1.0,84.0,48376.42,8.462688078,0,14.10031907,255.031058,2158.332479,5,4,4,3,6,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0
1745,5.0,33.0,108059.11,11.36218182,1,24.77634001,205.0071792,2729.316361,4,4,4,3,3,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0
1753,4.0,23.0,44610.48,9.405333066,1,16.15614223,195.4096265,1956.469091,3,4,5,3,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0
1756,0.0,60.0,19990.22,5.101460678,1,7.712199324,222.9185153,1235.453213,3,4,3,2,4,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0
1762,3.0,47.0,37526.82,12.01962695,0,1.051188042,257.5178291,1018.848617,3,3,4,5,5,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
1766,2.0,70.0,25019.9,11.16711047,0,17.1001258,172.2871038,1782.747566,3,3,5,3,5,3,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0
1777,2.0,46.0,27219.87,13.50585363,0,4.576705489,150.1809116,703.2651223,3,3,3,3,5,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0
1790,1.0,70.0,22812.0,7.374461749,1,6.766267697,206.2774583,1044.435554,4,5,5,4,4,3,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0
1799,1.0,65.0,20872.03,6.352728847,0,9.273178876,207.290024,1241.342647,3,4,5,4,3,3,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
1800,1.0,36.0,87308.01,8.118243044,0,8.154668093,181.3691162,1062.905651,4,3,4,4,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1
1801,3.0,79.0,37198.61,7.740141101,0,7.775144828,242.0566066,1713.700682,3,3,4,3,5,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
1805,1.0,34.0,26175.68,9.840225475,0,8.210220142,151.1184679,1496.482536,5,5,4,5,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1
1807,5.0,20.0,23660.7,10.52579231,1,6.577676916,219.0096324,1329.24842,4,3,2,1,3,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0
1809,1.0,75.0,5418.19,10.45859357,1,8.013365588,254.895997,1313.686109,2,4,3,3,4,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
1811,0.0,68.0,21087.24,8.969767251,1,1.884992328,179.8930573,404.9361415,2,1,3,2,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0
1815,0.0,27.0,45429.68,9.335436255,0,15.12645563,156.889816,1549.802896,4,5,3,4,4,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
1816,1.0,25.0,12234.89,8.92882744,1,7.179893502,134.7628535,790.6280344,3,3,3,4,5,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1835,4.0,26.0,18620.79,2.598081686,0,16.00167972,147.5824115,2245.475959,3,3,3,5,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
1839,1.0,60.0,39874.59,5.813785225,0,18.29765062,140.398928,1810.920999,3,3,2,4,2,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
1842,6.0,58.0,13969.34,4.999480809,2,12.24494477,93.08103031,1653.165932,4,4,4,4,2,5,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1847,0.0,59.0,36034.73,15.246947,0,14.26734448,149.1414673,1294.790222,3,3,4,4,3,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1854,0.0,75.0,20768.72,11.08000011,0,19.79804917,206.0717789,1862.842794,4,3,5,4,3,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0
1858,4.0,66.0,39933.38,11.44662531,1,8.703568707,92.51529674,1275.194778,4,3,5,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1859,0.0,24.0,9964.37,8.529078318,0,20.40555252,242.8514023,2422.117328,3,2,2,3,3,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0
1866,2.0,57.0,14379.3,15.06918453,0,10.38039309,116.4391826,959.951483,4,4,2,3,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1869,5.0,84.0,19430.58,10.83078415,0,9.351000629,175.212584,1173.562649,4,4,4,4,1,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1
1872,2.0,61.0,13805.45,15.03432154,0,2.231526082,174.5603577,1054.384865,5,6,5,3,3,6,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0
1878,1.0,43.0,80120.44,10.13165779,0,7.19812868,172.2788546,1042.502776,4,3,4,4,2,4,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0
1885,3.0,62.0,49939.39,7.154613627,0,3.032321354,208.253814,693.358004,4,5,5,2,5,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0
1887,1.0,20.0,46984.61,9.413399803,0,6.678176681,139.2392866,989.9918587,2,3,3,6,4,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1892,3.0,66.0,28096.83,6.935635854,0,7.039839728,176.6909613,1116.638366,3,3,2,4,2,5,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1898,8.0,34.0,54246.36,7.830425142,0,34.80793399,152.8013904,3934.848461,1,2,2,4,4,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
1906,3.0,51.0,19982.5,8.436816711,0,6.531735637,149.8681392,874.1933216,4,4,4,3,3,3,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
1913,2.0,70.0,8465.02,5.403388063,2,3.005659256,123.9866497,396.4162432,3,3,3,4,2,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0
1926,3.0,86.0,39163.32,11.59598281,0,7.918255804,169.4809913,944.331401,2,3,2,5,5,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1
1927,3.0,27.0,8539.27,6.52172647,0,6.136751688,174.2763728,1553.937724,2,2,2,4,3,2,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1
1930,2.0,47.0,23101.13,3.962077065,0,17.05603447,264.3465177,2209.997412,3,3,3,3,4,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0
1932,2.0,51.0,32459.53,14.55342295,0,10.1127187,182.8195327,1282.45127,4,3,5,4,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
1937,1.0,24.0,137589.2,10.80421535,0,11.04013684,159.4943217,1281.961793,3,3,3,4,2,4,5,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
1947,0.0,42.0,21084.49,5.387811011,0,21.6132385,126.4478746,2467.669888,3,4,3,4,2,4,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1948,3.0,55.0,99199.26,13.82096966,0,4.238632927,138.4036239,590.602719,2,3,3,2,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1954,3.0,19.0,37816.75,9.926933332,0,16.56587766,115.6607286,1645.259689,5,4,5,3,5,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
1955,1.0,41.0,20429.65,12.7357521,0,23.11577242,175.0730005,2454.262177,4,4,5,2,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1
1958,1.0,22.0,29653.48,4.867998949,0,11.42145103,187.8465925,1971.843122,4,4,3,1,4,5,3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1963,4.0,72.0,38137.48,11.11516364,0,3.27055489,141.8016723,911.5267548,3,4,3,3,4,3,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1964,2.0,48.0,17762.55,15.83108807,0,13.59949293,92.49685825,1587.688033,3,5,3,3,4,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1969,0.0,44.0,29613.46,8.931287135,0,6.393598693,172.4164645,1269.403112,3,4,4,3,4,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
1976,0.0,65.0,54561.94,35.64146002,0,4.266309981,178.5358765,615.1161821,2,2,4,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0
1979,0.0,35.0,33748.05,14.18783527,1,14.7212152,170.1498662,1576.607681,3,3,3,3,3,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1
1981,0.0,60.0,67448.07,15.35474355,0,26.68008793,152.2014976,2552.12106,2,3,4,4,3,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1983,0.0,45.0,48915.51,9.996627191,1,8.856546048,161.9465071,1457.990407,1,2,3,4,3,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0
1985,5.0,19.0,45631.91,8.212913603,0,8.69123648,171.1702206,1299.240934,3,2,2,4,3,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1989,0.0,51.0,28162.54,6.647537768,0,1.722680046,141.2613008,457.8089454,3,3,3,5,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0
1991,3.0,30.0,56817.96,38.96431921,0,5.412980331,210.3885413,937.3165462,4,4,4,4,2,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0
1994,2.0,76.0,3666.35,12.62044503,0,20.93887792,200.4893429,2674.568338,5,5,5,3,3,4,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0
1997,2.0,31.0,64242.12,-0.339213544,1,6.22614246,274.2869826,1385.020283,3,4,3,3,5,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0
1998,0.0,34.0,13655.62,9.628953058,1,6.093194674,216.7600854,1045.580948,4,4,3,3,5,5,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0
2013,8.0,46.0,68557.22,13.01234304,1,3.081551498,170.0354579,843.4262718,3,2,3,4,2,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
2015,5.0,55.0,10315.72,12.03568606,0,14.80884708,171.3671802,2097.707886,3,3,3,2,4,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
2016,4.0,86.0,40783.52,35.53916942,1,3.151238828,273.3386759,970.5121325,5,5,4,3,3,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0
2024,3.0,80.0,44485.5,8.362287961,2,10.47338461,103.4351769,1428.669992,3,3,3,4,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
